start_tick,end_tick,seconds,target,node_count,nodes_considered,predicted_ticks,path_geometry,travel,endpoint_distance,travel_to_endpoint_ratio,unfinished
2181,2201,1.0,"[1129, 72, 122]",3,11,25.16423442205235,2.414213562373095,2.4237728686379514,1.5229660668084744,1.5914818599453149,
2209,2210,0.05,"[1129, 74, 122]",2,11,19.06193790133015,1.0,0.016628652114860143,0.009079245109304928,,
2210,2212,0.1,"[1129, 74, 122]",2,7,17.632846817355244,1.0,0.1399486190980413,0.20232406048623308,,
2219,2227,0.4,"[1129, 74, 122]",2,11,19.06193790133015,1.0,1.304154563745313,1.2560970835972993,1.0382593676679697,
2238,2239,0.05,"[1128, 74, 122]",2,2,9.127583749109052,2.23606797749979,0.0,0.09999998872566512,,
2251,2252,0.05,"[1130, 74, 123]",2,2,9.127583749109052,2.23606797749979,0.0,0.0,,
2253,2261,0.4,"[1130, 74, 123]",2,2,6.63284688441047,1.4142135623730951,1.4614831352657607,1.1186451636906483,1.306476068286048,
2263,2267,0.2,"[1130, 74, 123]",2,2,3.5637918745545254,1.0,0.6449606236858196,0.7104686490970723,,
2278,2284,0.3,"[1130, 74, 122]",2,2,5.039962802470046,1.4142135623730951,0.8262611971250802,0.9607142445493896,,
2284,2287,0.15,"[1130, 74, 122]",2,2,3.5637918745545254,1.0,0.5588090204806775,0.5494795926961916,,
2287,2294,0.35,"[1130, 74, 122]",2,2,3.5637918745545254,1.0,0.8507963336336781,0.8368156522170348,,
2298,2299,0.05,"[1130, 74, 124]",2,2,3.5637918745545254,1.0,0.01071041747604298,0.005847888621166454,,
2299,2300,0.05,"[1130, 74, 124]",2,2,3.5637918745545254,1.0,0.005847888621166454,0.0984924195059594,,
2302,2304,0.1,"[1130, 74, 124]",2,2,3.5637918745545254,1.0,0.2551225632539317,0.2663286339216571,,
2308,2312,0.2,"[1130, 74, 124]",2,2,5.039962802470046,1.4142135623730951,0.5609925808410201,0.6802952014593218,,
2318,2319,0.05,"[1132, 74, 122]",2,2,5.039962802470046,1.4142135623730951,0.033053775456250954,0.14063535078987568,,
2328,2334,0.3,"[1132, 74, 122]",2,2,5.039962802470046,1.4142135623730951,1.0819777440026184,1.2277593497458643,0.8812620683577597,
2339,2341,0.1,"[1132, 74, 122]",2,2,3.5637918745545254,1.0,0.1374578768444317,0.20157343318494222,,
2342,2343,0.05,"[1133, 74, 122]",2,2,3.5637918745545254,1.0,0.03886951947086688,0.14862261066372007,,
2352,2355,0.15,"[1133, 74, 122]",2,2,3.5637918745545254,1.0,0.32436036682137737,0.43190066910840147,,
2359,2360,0.05,"[1132, 74, 120]",2,4,11.26569376882094,2.0,0.009557455339541141,0.10311859986452626,,
2369,2386,0.85,"[1132, 74, 120]",2,5,11.26569376882094,2.0,3.89798076538061,2.596116336202131,1.5014661365611148,
2397,2399,0.1,"[1133, 74, 120]",2,2,3.5637918745545254,1.0,0.3243604470071768,,,True
